,email,category,message
268,Clay.Alex@hotmail.com,spam   ,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"",,,,,,,,,,,,,"
269,LucilleHinkle@hotmail.com,spam   ,"New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl"",,,,,,,,,,,,,"
270,Amanda.Swain@vitstudent.ac.in,spam   ,"Call from 08702490080 - tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"",,,,,,,,,,,,,"
271,Kenneth4102@yahoo.com,spam   ,"Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020."",,,,,,,,,,,,,"
272,PatriciaMorguson@gmail.com,spam   ,"More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB"",,,,,,,,,,,,,"
273,Julio.Croft@hotmail.com,spam   ,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE"", TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins,,,,,,,"
274,Kyle7792@gmail.com,spam   ,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18"",,,,,,,,,,,,,"
275,JohnSoria@gmail.com,spam   ,"it to 80488. Your 500 free text messages are valid until 31 December 2005."",,,,,,,,,,,,,"
276,MarkPino@vitstudent.ac.in,spam   ,"You have won a guaranteed Â£200 award or even Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP"",,,,,,,,,,,,,"
277,Henry.Vazquez@hotmail.com,spam   ,"Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service"",,,,,,,,,,,,,"
278,LaurieWalker@hotmail.com,spam   ,"Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm"",,,,,,,,,,,,,"
279,PedroTrippel@yahoo.com,spam   ,"Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"",,,,,,,,,,,,,"
280,Jeffery.Nelson@hotmail.com,spam   ,"TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone..."",,,,,,,,,,,,,"
281,Laverne3574@vitstudent.ac.in,spam   ,"Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!"",,,,,,,,,,,,,"
282,Charles.Rudd@hotmail.com,spam   ,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame"",1Winaweek, age16.150ppermessSubscription,,,,,,,,,,,"
283,James.Baker@gmail.com,spam   ,"4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt"",,,,,,,,,,,,,"
284,Cathryn1113@vitstudent.ac.in,spam   ,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM"", just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!,,,,,,,,,,,"
285,TheodorePolzin@hotmail.com,spam   ,"URGENT! Your mobile No *********** WON a Â£2"",000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm,,,,,,,,,,,"
286,Priscilla5302@hotmail.com,spam   ,"Eerie Nokia tones 4u"", rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ,,,,,,,,"
287,Gloria.Molina@hotmail.com,spam   ,"Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G."",,,,,,,,,,,,,"
288,NaomiLopez@yahoo.com,spam   ,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139"", LA32WU. 16 . Remove txtX or stop,,,,,,,,,,,,"
289,Karen.Jones@vitstudent.ac.in,spam   ,"85233 FREE>Ringtone!Reply REAL"",,,,,,,,,,,,,"
290,DanettePierson@hotmail.com,spam   ,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50"",,,,,,,,,,,,,"
291,Beverly9438@yahoo.com,spam   ,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob"", member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16,,,,,,,,,,,"
292,Sarah.Johanson@yahoo.com,spam   ,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires"",,,,,,,,,,,,,"
293,April.Diller@gmail.com,spam   ,"SMS SERVICES. for your inclusive text credits"", pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE,,,,,,,,,,,,"
294,ClaytonOliver@yahoo.com,spam   ,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out"", then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk,,,,,,,,,,,,"
295,Paige754@vitstudent.ac.in,spam   ,"You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p"",,,,,,,,,,,,,"
296,Matthew3603@hotmail.com,spam   ,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK"", PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop,,,,,,,,,"
297,Kerri2550@yahoo.com,spam   ,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame"", 1Winaweek, age16. 150ppermessSubscription,,,,,,,,,,,"
298,Ron.Burnsworth@gmail.com,spam   ,"+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm"",,,,,,,,,,,,,"
299,Stephen4394@yahoo.com,spam   ,"Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528"",,,,,,,,,,,,,"
300,JeannettePayton@gmail.com,spam   ,"FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts"",,,,,,,,,,,,,"
301,TinaHill@hotmail.com,spam   ,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK"", PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop,,,,,,,,,"
302,Richard.Sorensen@hotmail.com,spam   ,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+"",,,,,,,,,,,,,"
303,James.Thompson@hotmail.com,spam   ,"Shop till u Drop"", IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary,,,,,,,"
304,Michael1290@hotmail.com,spam   ,"FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF"",,,,,,,,,,,,,"
305,ThomasNava@hotmail.com,spam   ,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2"",000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM,,,,,,,,,,,"
306,Mohamed.Harris@vitstudent.ac.in,spam   ,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE"", TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins,,,,,,,"
307,Joy4792@gmail.com,spam   ,"You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p"",,,,,,,,,,,,,"
308,Linda1966@gmail.com,spam   ,"Thanks for your ringtone order"", ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120,,,,,,,,,,,,"
309,Tiffany8712@vitstudent.ac.in,spam   ,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no"", if you respond you get further prem rate msg/subscription. Other nos used also. Beware!,,,,,,,,,,,,"
310,Christina.Fassino@vitstudent.ac.in,spam   ,"Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL"",,,,,,,,,,,,,"
311,MaxinePetrulis@gmail.com,spam   ,"Thanks for your ringtone order"", ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154,,,,,,,,,,,,"
312,Julia.Trible@vitstudent.ac.in,spam   ,"SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY"",,,,,,,,,,,,,"
313,Megan4071@vitstudent.ac.in,spam   ,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"",,,,,,,,,,,,,"
314,Carmelo631@yahoo.com,spam   ,"<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com"",,,,,,,,,,,,,"
315,Sara.Bower@yahoo.com,spam   ,"88066 FROM 88066 LOST 3POUND HELP"",,,,,,,,,,,,,"
316,MargueriteMartin@hotmail.com,spam   ,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx"",,,,,,,,,,,,,"
317,Bridget.Jeschke@vitstudent.ac.in,spam   ,"You have 1 new message. Please call 08718738034."",,,,,,,,,,,,,"
318,Glenn9144@yahoo.com,spam   ,"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches"",,,,,,,,,,,,,"
319,Christopher7833@hotmail.com,spam   ,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V"", Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!,,,,,,,,,,"
320,BellaDenham@vitstudent.ac.in,spam   ,"WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3"",,,,,,,,,,,,,"
321,JoseMarshall@yahoo.com,spam   ,"Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow"",,,,,,,,,,,,,"
322,Margaret.Evans@yahoo.com,spam   ,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ "",,,,,,,,,,,,,"
323,AntionetteJohnson@hotmail.com,spam   ,"Congratulations! Thanks to a good friend U have WON the Â£2"",000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.,,,,,,,,,,,"
324,MarvinRome@yahoo.com,spam   ,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen"", Dozens of Free Games - with great prizesWith..,,,,,,,,,,,,"
325,AnnetteHarris@gmail.com,spam   ,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP"", 150ppm,,,,,,,,,,,,"
326,John9957@hotmail.com,spam   ,"Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D"",,,,,,,,,,,,,"
327,KeithGray@yahoo.com,spam   ,"Download as many ringtones as u like no restrictions"", 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3 ,,,,,,,,,,,,"
328,Paul.Soares@gmail.com,spam   ,"Please CALL 08712402902 immediately as there is an urgent message waiting for you."",,,,,,,,,,,,,"
329,DeborahRoberts@vitstudent.ac.in,spam   ,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone"", txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic,,,,,,,,,,,,"
330,CharlesCooksey@gmail.com,spam   ,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday"", so register now!SKY OPT OUT to 88088,,,,,,,,,,,,"
331,Sylvia.Matthews@vitstudent.ac.in,spam   ,"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016"",,,,,,,,,,,,,"
332,David5937@hotmail.com,spam   ,"XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only"",,,,,,,,,,,,,"
333,Bobby5987@yahoo.com,spam   ,"YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg."",,,,,,,,,,,,,"
334,Luis.White@gmail.com,spam   ,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1"", W14RG 150p,,,,,,,,,,,,"
335,Kelsey.Sancho@yahoo.com,spam   ,"Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)"",,,,,,,,,,,,,"
336,Darin8336@hotmail.com,spam   ,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over."",,,,,,,,,,,,,"
337,Theresa3536@yahoo.com,spam   ,"SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE"",,,,,,,,,,,,,"
338,Sandra59@vitstudent.ac.in,spam   ,"Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201"",,,,,,,,,,,,,"
339,DorisLara@gmail.com,spam   ,"Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1"",,,,,,,,,,,,,"
340,Hattie.Lee@gmail.com,spam   ,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022"", 1x150p/wk.,,,,,,,,,,,,"
341,ElaineMoore@yahoo.com,spam   ,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob"", member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16,,,,,,,,,,,"
342,Vincent.Maguire@hotmail.com,spam   ,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone"", txt CARD SPOOK to 8007,,,,,,,,,,,,"
343,Fannie3121@vitstudent.ac.in,spam   ,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10"",000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer,,,,,,,,,,,,"
344,Israel6659@vitstudent.ac.in,spam   ,"WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM"",,,,,,,,,,,,,"
345,SaraBradshaw@vitstudent.ac.in,spam   ,"U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16"",,,,,,,,,,,,,"
346,Iva1138@hotmail.com,spam   ,"FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk"",,,,,,,,,,,,,"
347,George.Pruitt@vitstudent.ac.in,spam   ,"Text82228>> Get more ringtones"", logos and games from www.txt82228.com. Questions: info@txt82228.co.uk,,,,,,,,,,,,"
348,Florence.Vogel@vitstudent.ac.in,spam   ,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA"", just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406),,,,,,,,,,,,"
349,MollySternberg@gmail.com,spam   ,"This message is brought to you by GMW Ltd. and is not connected to the"",,,,,,,,,,,,,"
350,Elaine.Morgan@vitstudent.ac.in,spam   ,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates"", play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p,,,,,,,,,,"
351,BrendaEligio@hotmail.com,spam   ,"Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video."",,,,,,,,,,,,,"
352,JonathanCuddy@hotmail.com,spam   ,"U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline 08706091795."",,,,,,,,,,,,,"
353,LindaJeffries@gmail.com,spam   ,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free"", Msgs Â£1.50 each,,,,,,,,,,,,"
354,Pamela9478@yahoo.com,spam   ,"Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p"",,,,,,,,,,,,,"
355,Jessica2168@gmail.com,spam   ,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Â£1.50 SP:Tyrone"",,,,,,,,,,,,,"
356,Alexa6099@yahoo.com,spam   ,"Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week"",,,,,,,,,,,,,"
357,Cole1107@vitstudent.ac.in,spam   ,"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min"",,,,,,,,,,,,,"
358,LarryRoekle@vitstudent.ac.in,spam   ,"FREE RING TONE just text """"POLYS"""" to 87131. Then every week get a new tone. 0870737910216yrs only Â£1.50/wk."",,,,,,,,,,,,,"
359,Betsy8306@gmail.com,spam   ,"URGENT! Your mobile No 077xxx WON a Â£2"",000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm,,,,,,,,,,,"
360,Beverly5992@hotmail.com,spam   ,"You are guaranteed the latest Nokia Phone"", a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18,,,,,,,,,,,,"
361,BradleyBlackwell@hotmail.com,spam   ,"Hello darling how are you today? I would love to have a chat"", why dont you tell me what you look like and what you are in to sexy?,,,,,,,,,,,,"
362,Irma2121@yahoo.com,spam   ,"8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+"",,,,,,,,,,,,,"
363,Arthur.Bayliff@hotmail.com,spam   ,"Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp Â£1.50/msg"",,,,,,,,,,,,,"
364,Nichole7501@gmail.com,spam   ,"we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery"",,,,,,,,,,,,,"
365,Brian.Majors@hotmail.com,spam   ,"New Tones This week include: 1)McFly-All Ab.."", 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message,,,,,,,,,,,,"
366,Octavia.Maryland@gmail.com,spam   ,"URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only"",,,,,,,,,,,,,"
367,Linda862@yahoo.com,spam   ,"sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p "",,,,,,,,,,,,,"
368,Ruth.Degroot@hotmail.com,spam   ,"Urgent Urgent! We have 800 FREE flights to Europe to give away"", call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm,,,,,,,,,,,,"
369,Orlando.Wise@gmail.com,spam   ,"FROM 88066 LOST Â£12 HELP"",,,,,,,,,,,,,"
370,Michael5933@gmail.com,spam   ,"FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!"",,,,,,,,,,,,,"
371,RobertBedard@yahoo.com,spam   ,"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"",,,,,,,,,,,,,"
372,Janet5690@hotmail.com,spam   ,"Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"",,,,,,,,,,,,,"
373,Thomas9871@vitstudent.ac.in,spam   ,"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."",,,,,,,,,,,,,"
374,Darlene.Miller@yahoo.com,spam   ,"Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â€œ"",,,,,,,,,,,,,"
375,VelmaVassar@vitstudent.ac.in,spam   ,"Urgent! Please call 09066612661 from your landline"", your complimentary 4* Lux Costa Del Sol holiday or Â£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR,,,,,,,,,,,"
376,David.Vanek@vitstudent.ac.in,spam   ,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over."",,,,,,,,,,,,,"
377,Mary.Mack@hotmail.com,spam   ,"Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX"",,,,,,,,,,,,,"
378,JoseCoburn@gmail.com,spam   ,"Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner"",,,,,,,,,,,,,"
379,KimberlyCoggan@hotmail.com,spam   ,"How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?"",,,,,,,,,,,,,"
380,Sam.Greer@vitstudent.ac.in,spam   ,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022"", 1x150p/wk.,,,,,,,,,,,,"
381,Bobby1290@gmail.com,spam   ,"Uâ€™ve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870"",,,,,,,,,,,,,"
382,Willie.Quintero@yahoo.com,spam   ,"FreeMsg>FAV XMAS TONES!Reply REAL"",,,,,,,,,,,,,"
383,Rhea8859@yahoo.com,spam   ,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 "",,,,,,,,,,,,,"
384,EdwardBritton@hotmail.com,spam   ,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN"", SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p,,,,,,,,,,"
385,Jolene.Crandall@vitstudent.ac.in,spam   ,"INTERFLORA - Â“It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow."",,,,,,,,,,,,,"
386,Janet5654@hotmail.com,spam   ,"ROMCAPspam   Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine."",,,,,,,,,,,,,"
387,Melanie.Drake@gmail.com,spam   ,"Congratulations - Thanks to a good friend U have WON the Â£2"",000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate,,,,,,,,,,,"
388,Valerie614@hotmail.com,spam   ,"Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p."",,,,,,,,,,,,,"
389,EltonOakley@hotmail.com,spam   ,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH"", to collect CALL 09058099801 b4190604, POBOX 7876150ppm,,,,,,,,,,,"
390,Larry.Roberts@gmail.com,spam   ,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1"", for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply,,,,,,,,,,,,"
391,Jacob1454@vitstudent.ac.in,spam   ,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd"", PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call,,,,,,,,,,,,"
392,BrianLimbo@vitstudent.ac.in,spam   ,"Adult 18 Content Your video will be with you shortly"",,,,,,,,,,,,,"
393,Ezra3425@yahoo.com,spam   ,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd"", PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.,,,,,,,,,,,,"
394,Scott3626@yahoo.com,spam   ,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855"", 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX,,,,,,,,,,,,"
395,Donna.Gardner@gmail.com,spam   ,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob"", offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16,,,,,,,,,,,"
396,DonaldSkeeter@vitstudent.ac.in,spam   ,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola"", SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL,,,,,,,,,,,,"
397,WilliamYbarra@hotmail.com,spam   ,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"",,,,,,,,,,,,,"
398,John673@vitstudent.ac.in,spam   ,"URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only"",,,,,,,,,,,,,"
